Ngày giao dịch,Mã sản phẩm,Danh mục sản phẩm,Số lượng bán,Giá bán,Doanh thu
2023-04-16,SP00058,Túi xách,10,1194317,11943170
2023-01-29,SP00388,Túi xách,9,1458141,13123269
2023-02-16,SP00316,Túi xách,4,609198,2436792
2023-01-25,SP00073,Quần,9,116077,1044693
2023-09-10,SP00258,Phụ kiện,2,1978878,3957756
2023-09-16,SP00100,Váy,5,647157,3235785
2023-01-01,SP00301,Áo,6,243062,1458372
2023-06-26,SP00203,Mũ,10,1523953,15239530
2023-01-30,SP00487,Áo,8,1743458,13947664
2023-12-22,SP00015,Đầm,1,705668,705668
2023-04-15,SP00394,Mũ,3,538509,1615527
2023-11-16,SP00220,Mũ,10,762999,7629990
2023-05-03,SP00204,Mũ,9,1978295,17804655
2023-01-18,SP00192,Túi xách,9,1880178,16921602
2023-09-29,SP00085,Túi xách,6,679874,4079244
2023-10-16,SP00345,Túi xách,7,745539,5218773
2023-03-07,SP00212,Áo,1,758193,758193
2023-12-30,SP00074,Mũ,7,510945,3576615
2023-02-14,SP00466,Phụ kiện,2,1957354,3914708
2023-04-04,SP00041,Váy,4,1072466,4289864
2023-01-06,SP00094,Phụ kiện,3,1492115,4476345
2023-01-18,SP00071,Quần,2,1234158,2468316
2023-03-10,SP00175,Váy,1,681850,681850
2023-05-15,SP00027,Phụ kiện,5,573471,2867355
2023-10-07,SP00036,Phụ kiện,4,1260843,5043372
2023-11-03,SP00055,Đầm,4,1695733,6782932
2023-02-21,SP00233,Váy,8,829428,6635424
2023-04-28,SP00063,Giày,8,549423,4395384
2023-06-04,SP00136,Quần,1,485410,485410
2023-08-25,SP00429,Quần,2,1994648,3989296
2023-02-02,SP00338,Giày,5,1501066,7505330
2023-11-02,SP00095,Phụ kiện,7,1630331,11412317
2023-10-05,SP00192,Túi xách,2,917027,1834054
2023-04-07,SP00156,Túi xách,3,560270,1680810
2023-10-18,SP00187,Quần,10,1409461,14094610
2023-04-18,SP00425,Túi xách,7,760888,5326216
2023-08-23,SP00163,Túi xách,2,349593,699186
2023-03-22,SP00396,Mũ,6,1983648,11901888
2023-11-14,SP00162,Đầm,5,1999517,9997585
2023-03-27,SP00452,Túi xách,9,423884,3814956
2023-04-11,SP00174,Đầm,2,1393982,2787964
2023-03-09,SP00025,Quần,3,378573,1135719
2023-04-24,SP00171,Áo,1,472643,472643
2023-09-10,SP00242,Giày,7,1015190,7106330
2023-12-16,SP00005,Váy,3,981616,2944848
2023-03-09,SP00047,Giày,9,973680,8763120
2023-04-22,SP00093,Mũ,1,1193824,1193824
2023-07-04,SP00229,Áo,7,1781099,12467693
2023-04-28,SP00056,Mũ,7,1984543,13891801
2023-11-08,SP00405,Váy,2,860399,1720798
2023-12-20,SP00313,Áo,7,494613,3462291
2023-12-10,SP00185,Đầm,3,1730427,5191281
2023-08-23,SP00388,Túi xách,2,1220200,2440400
2023-05-05,SP00291,Áo,4,250817,1003268
2023-02-21,SP00263,Giày,9,769676,6927084
2023-11-15,SP00486,Áo,7,1265416,8857912
2023-07-07,SP00050,Váy,2,345942,691884
2023-04-08,SP00224,Túi xách,8,1083326,8666608
2023-09-14,SP00128,Váy,7,351381,2459667
2023-09-16,SP00152,Giày,4,218998,875992
2023-02-03,SP00371,Quần,5,1679644,8398220
2023-05-16,SP00427,Váy,1,1978331,1978331
2023-07-17,SP00430,Túi xách,9,625013,5625117
2023-03-31,SP00272,Mũ,7,1569284,10984988
2023-01-19,SP00238,Quần,2,1460784,2921568
2023-09-28,SP00333,Váy,9,394797,3553173
2023-02-28,SP00385,Áo,8,100129,801032
2023-04-30,SP00313,Túi xách,7,1691072,11837504
2023-12-08,SP00430,Quần,7,260594,1824158
2023-06-12,SP00243,Mũ,4,637454,2549816
2023-05-01,SP00294,Quần,1,1407337,1407337
2023-03-22,SP00454,Đầm,8,884596,7076768
2023-10-20,SP00161,Váy,1,1619217,1619217
2023-08-05,SP00298,Áo,8,126648,1013184
2023-08-20,SP00005,Phụ kiện,3,152366,457098
2023-04-29,SP00157,Mũ,5,1958909,9794545
2023-08-11,SP00381,Phụ kiện,8,1921045,15368360
2023-10-06,SP00455,Giày,1,1824272,1824272
2023-06-05,SP00017,Váy,5,1072380,5361900
2023-07-04,SP00190,Phụ kiện,5,429762,2148810
2023-05-15,SP00209,Mũ,4,1376347,5505388
2024-01-01,SP00405,Váy,9,722325,6500925
2023-04-27,SP00472,Áo,7,1873180,13112260
2023-02-11,SP00205,Quần,9,1656984,14912856
2023-10-23,SP00259,Váy,1,1487366,1487366
2023-08-16,SP00388,Mũ,1,815329,815329
2023-11-15,SP00151,Đầm,6,1498937,8993622
2023-04-19,SP00487,Váy,1,1545127,1545127
2023-09-24,SP00165,Váy,10,103559,1035590
2023-12-03,SP00414,Váy,1,1645113,1645113
2023-11-22,SP00353,Phụ kiện,7,1015898,7111286
2023-02-18,SP00441,Quần,4,1194657,4778628
2023-12-08,SP00056,Phụ kiện,2,1015294,2030588
2023-01-01,SP00231,Túi xách,5,538881,2694405
2023-11-19,SP00241,Đầm,7,524855,3673985
2023-05-13,SP00259,Mũ,5,732318,3661590
2023-10-24,SP00198,Quần,7,1239345,8675415
2023-11-22,SP00360,Đầm,2,894242,1788484
2023-11-25,SP00296,Mũ,6,1646500,9879000
2023-10-12,SP00055,Mũ,4,1181152,4724608
2023-10-18,SP00370,Túi xách,1,575077,575077
2023-01-02,SP00199,Váy,9,1209809,10888281
2023-01-04,SP00008,Đầm,6,1540230,9241380
2023-01-10,SP00196,Mũ,3,1767597,5302791
2023-09-07,SP00465,Phụ kiện,5,857246,4286230
2023-06-11,SP00224,Váy,6,1331582,7989492
2023-05-01,SP00300,Túi xách,1,1038707,1038707
2023-10-31,SP00004,Phụ kiện,9,828184,7453656
2023-09-16,SP00451,Đầm,8,1463926,11711408
2023-08-17,SP00390,Túi xách,10,765322,7653220
2023-02-13,SP00243,Phụ kiện,3,546884,1640652
2023-07-13,SP00262,Giày,8,579758,4638064
2023-06-01,SP00467,Quần,9,1269564,11426076
2023-07-07,SP00286,Váy,9,805676,7251084
2023-07-04,SP00437,Áo,4,1730638,6922552
2023-05-06,SP00340,Giày,8,642084,5136672
2023-03-18,SP00042,Váy,9,1599926,14399334
2023-04-26,SP00213,Giày,10,835704,8357040
2023-08-05,SP00079,Áo,4,167317,669268
2023-09-18,SP00480,Váy,2,1491028,2982056
2023-09-03,SP00233,Áo,8,1074378,8595024
2024-01-01,SP00087,Túi xách,6,745882,4475292
2023-01-15,SP00027,Phụ kiện,2,869408,1738816
2023-06-25,SP00176,Áo,6,708519,4251114
2023-06-05,SP00091,Đầm,9,1779741,16017669
2023-02-11,SP00137,Quần,4,1138670,4554680
2023-04-25,SP00419,Phụ kiện,10,1122748,11227480
2023-01-23,SP00227,Quần,10,1182866,11828660
2023-08-20,SP00188,Đầm,6,1129555,6777330
2023-01-15,SP00358,Quần,9,1437092,12933828
2023-08-16,SP00009,Áo,6,1767618,10605708
2023-11-30,SP00408,Phụ kiện,4,588836,2355344
2023-07-10,SP00152,Đầm,4,375562,1502248
2023-10-11,SP00243,Mũ,9,1810941,16298469
2023-09-09,SP00495,Phụ kiện,4,443152,1772608
2023-10-11,SP00057,Váy,10,133912,1339120
2023-02-13,SP00486,Túi xách,7,1736962,12158734
2023-12-28,SP00433,Giày,3,1233490,3700470
2023-02-14,SP00330,Quần,6,517615,3105690
2023-04-28,SP00330,Mũ,1,980976,980976
2023-10-01,SP00353,Váy,8,1409283,11274264
2023-11-14,SP00367,Váy,10,643321,6433210
2023-09-04,SP00133,Đầm,10,681905,6819050
2023-02-19,SP00129,Đầm,4,660089,2640356
2023-11-02,SP00433,Giày,2,1630554,3261108
2023-07-07,SP00192,Mũ,10,1341590,13415900
2023-06-26,SP00081,Túi xách,6,1417616,8505696
2023-02-21,SP00218,Đầm,1,1257120,1257120
2023-09-19,SP00174,Phụ kiện,9,708065,6372585
2023-03-11,SP00416,Giày,7,632662,4428634
2023-12-19,SP00423,Váy,6,1463986,8783916
2023-01-11,SP00465,Mũ,7,1507803,10554621
2023-04-01,SP00114,Đầm,2,1299114,2598228
2023-12-27,SP00111,Phụ kiện,1,217658,217658
2023-04-22,SP00186,Váy,10,518621,5186210
2023-09-20,SP00206,Túi xách,3,1754547,5263641
2023-05-22,SP00490,Giày,7,670709,4694963
2023-06-14,SP00065,Phụ kiện,7,1763140,12341980
2023-09-18,SP00322,Túi xách,4,1326804,5307216
2023-07-26,SP00340,Túi xách,4,527331,2109324
2023-09-10,SP00500,Đầm,2,571318,1142636
2023-07-13,SP00029,Váy,1,1903779,1903779
2023-05-26,SP00370,Váy,1,708255,708255
2023-11-22,SP00421,Túi xách,4,1766972,7067888
2023-12-04,SP00318,Giày,7,1192107,8344749
2023-05-04,SP00074,Đầm,7,500065,3500455
2023-03-20,SP00293,Mũ,2,1963787,3927574
2023-03-23,SP00234,Giày,6,1408281,8449686
2023-04-08,SP00362,Váy,3,1558222,4674666
2023-03-27,SP00068,Váy,10,1144018,11440180
2023-04-15,SP00321,Áo,5,1642018,8210090
2023-10-09,SP00246,Mũ,6,838566,5031396
2023-09-07,SP00114,Phụ kiện,9,1004214,9037926
2023-05-01,SP00321,Quần,4,1330504,5322016
2023-09-21,SP00407,Giày,1,1488567,1488567
2023-10-10,SP00056,Váy,8,829111,6632888
2023-12-10,SP00362,Váy,6,1354283,8125698
2023-01-13,SP00480,Quần,7,1201419,8409933
2023-01-13,SP00429,Giày,2,611810,1223620
2023-11-17,SP00202,Váy,4,465382,1861528
2023-05-31,SP00260,Áo,7,1694004,11858028
2023-03-24,SP00313,Quần,10,1691951,16919510
2023-08-20,SP00181,Váy,10,1285302,12853020
2023-11-15,SP00186,Váy,1,657310,657310
2023-01-15,SP00038,Mũ,3,1543957,4631871
2023-06-22,SP00375,Quần,9,422906,3806154
2023-03-09,SP00080,Áo,4,731474,2925896
2023-10-16,SP00315,Quần,7,1154466,8081262
2023-10-27,SP00432,Mũ,7,932363,6526541
2023-02-14,SP00397,Giày,8,1986381,15891048
2023-07-05,SP00477,Quần,3,248121,744363
2023-03-06,SP00299,Mũ,8,893243,7145944
2023-01-18,SP00225,Mũ,5,1952336,9761680
2023-12-29,SP00175,Áo,10,930472,9304720
2023-10-18,SP00132,Váy,10,556954,5569540
2023-05-25,SP00267,Giày,1,1637371,1637371
2023-12-12,SP00286,Giày,10,1442516,14425160
2023-05-28,SP00392,Giày,6,163820,982920
2023-07-05,SP00413,Đầm,3,1260570,3781710
2023-07-25,SP00260,Quần,9,1495919,13463271
2023-07-20,SP00209,Quần,9,1691276,15221484
2023-09-07,SP00042,Giày,6,1164258,6985548
2023-09-18,SP00174,Đầm,6,1888611,11331666
2023-05-04,SP00223,Váy,1,225698,225698
2023-02-28,SP00381,Phụ kiện,10,393684,3936840
2023-03-13,SP00394,Quần,7,1619093,11333651
2023-04-22,SP00301,Váy,9,348180,3133620
2023-09-11,SP00305,Mũ,6,975297,5851782
2023-12-09,SP00229,Váy,1,406888,406888
2023-01-08,SP00490,Mũ,5,1497883,7489415
2023-12-01,SP00041,Túi xách,1,149235,149235
2023-04-08,SP00296,Váy,5,1757710,8788550
2023-01-12,SP00087,Đầm,4,231103,924412
2023-03-22,SP00257,Túi xách,7,388828,2721796
2023-04-23,SP00471,Giày,1,357153,357153
2023-03-26,SP00496,Váy,9,143315,1289835
2023-07-23,SP00477,Giày,8,814315,6514520
2023-08-28,SP00190,Áo,10,790807,7908070
2023-08-04,SP00106,Túi xách,1,1265749,1265749
2023-06-23,SP00105,Túi xách,8,980467,7843736
2023-07-15,SP00388,Váy,10,754306,7543060
2023-11-12,SP00203,Đầm,4,1856244,7424976
2023-05-22,SP00144,Đầm,9,1683290,15149610
2023-04-18,SP00162,Áo,2,820954,1641908
2023-06-20,SP00069,Đầm,1,901944,901944
2023-10-29,SP00344,Phụ kiện,4,1146198,4584792
2023-04-04,SP00024,Đầm,5,425884,2129420
2023-09-03,SP00066,Quần,3,247315,741945
2023-05-06,SP00082,Túi xách,6,208983,1253898
2023-09-26,SP00236,Quần,3,653564,1960692
2023-04-10,SP00085,Phụ kiện,2,1177266,2354532
2023-11-11,SP00231,Phụ kiện,10,757551,7575510
2023-05-20,SP00400,Giày,1,418902,418902
2023-11-09,SP00450,Đầm,3,1330207,3990621
2023-01-21,SP00294,Phụ kiện,3,635355,1906065
2023-01-24,SP00443,Phụ kiện,4,1131688,4526752
2023-02-25,SP00159,Áo,7,1252407,8766849
2023-01-23,SP00322,Quần,6,764732,4588392
2023-01-10,SP00072,Đầm,3,410638,1231914
2023-11-24,SP00386,Đầm,5,715038,3575190
2023-11-17,SP00055,Váy,9,1004854,9043686
2023-08-22,SP00253,Giày,3,1079289,3237867
2023-10-22,SP00413,Túi xách,2,1604036,3208072
2023-09-19,SP00021,Mũ,1,1484133,1484133
2023-12-08,SP00096,Phụ kiện,6,409628,2457768
2023-12-29,SP00443,Mũ,2,573994,1147988
2023-02-20,SP00012,Phụ kiện,1,1347441,1347441
2023-02-25,SP00332,Túi xách,10,896284,8962840
2023-11-07,SP00297,Quần,10,1628528,16285280
2023-08-01,SP00388,Đầm,5,1509943,7549715
2023-12-30,SP00019,Quần,6,1280438,7682628
2023-11-27,SP00096,Giày,6,1929987,11579922
2023-03-13,SP00452,Phụ kiện,1,469674,469674
2023-03-08,SP00333,Túi xách,4,272290,1089160
2023-10-08,SP00107,Quần,10,1820321,18203210
2023-01-12,SP00058,Túi xách,3,475104,1425312
2023-04-27,SP00497,Mũ,4,1343261,5373044
2023-08-28,SP00398,Áo,10,1484468,14844680
2023-04-03,SP00169,Áo,7,1375513,9628591
2023-11-05,SP00306,Áo,4,147268,589072
2023-09-21,SP00166,Đầm,10,1477256,14772560
2023-06-02,SP00116,Mũ,1,507546,507546
2023-06-09,SP00149,Váy,7,1872058,13104406
2023-03-05,SP00151,Áo,10,483855,4838550
2023-04-18,SP00344,Túi xách,6,1011039,6066234
2023-11-09,SP00124,Phụ kiện,9,1165717,10491453
2023-08-23,SP00262,Quần,5,1610021,8050105
2023-04-03,SP00417,Đầm,6,938561,5631366
2023-07-26,SP00466,Mũ,8,473426,3787408
2023-10-22,SP00385,Giày,4,810422,3241688
2023-07-21,SP00345,Áo,3,550340,1651020
2023-03-30,SP00287,Túi xách,8,1276725,10213800
2023-03-30,SP00328,Mũ,1,247049,247049
2023-08-15,SP00301,Quần,2,437277,874554
2023-07-04,SP00099,Túi xách,3,1756366,5269098
2023-02-02,SP00478,Túi xách,5,1890638,9453190
2023-05-31,SP00241,Phụ kiện,10,190914,1909140
2023-05-17,SP00016,Túi xách,8,670535,5364280
2023-01-29,SP00088,Áo,1,641816,641816
2023-08-02,SP00400,Đầm,8,1984919,15879352
2023-03-20,SP00307,Áo,8,1521676,12173408
2023-07-23,SP00124,Áo,9,1415495,12739455
2023-11-23,SP00399,Giày,6,213684,1282104
2023-11-10,SP00226,Túi xách,1,535180,535180
2023-04-20,SP00443,Phụ kiện,8,196746,1573968
2023-03-02,SP00267,Quần,1,852519,852519
2023-05-05,SP00413,Phụ kiện,8,1595439,12763512
2023-01-08,SP00200,Quần,10,284198,2841980
2023-05-03,SP00114,Đầm,8,1128828,9030624
2023-05-09,SP00359,Áo,5,1613148,8065740
2023-02-05,SP00228,Quần,10,767823,7678230
2023-12-14,SP00058,Giày,8,1549715,12397720
2023-06-25,SP00189,Áo,1,454708,454708
2023-06-21,SP00203,Váy,7,1561197,10928379
2023-09-18,SP00291,Mũ,5,418525,2092625
2023-07-21,SP00439,Túi xách,9,574744,5172696
2023-11-04,SP00482,Túi xách,2,1645201,3290402
2023-09-10,SP00319,Mũ,4,365349,1461396
2023-03-08,SP00478,Áo,8,413357,3306856
2023-07-10,SP00259,Đầm,8,1413965,11311720
2023-01-30,SP00310,Giày,3,249016,747048
2023-09-01,SP00484,Đầm,9,1111784,10006056
2023-04-04,SP00045,Túi xách,1,1977136,1977136
2023-02-19,SP00480,Đầm,4,103720,414880
2023-07-19,SP00229,Mũ,9,1213334,10920006
2023-05-23,SP00042,Quần,1,594281,594281
2023-05-07,SP00205,Phụ kiện,6,364281,2185686
2023-03-21,SP00163,Áo,1,1174090,1174090
2023-12-15,SP00467,Phụ kiện,7,474948,3324636
2023-09-03,SP00472,Đầm,3,104707,314121
2023-06-18,SP00417,Áo,3,542012,1626036
2023-04-19,SP00283,Mũ,1,852780,852780
2023-03-30,SP00125,Quần,1,318928,318928
2023-05-13,SP00425,Phụ kiện,1,794228,794228
2023-09-05,SP00191,Váy,10,1853243,18532430
2023-10-22,SP00155,Quần,1,143291,143291
2023-06-04,SP00343,Đầm,5,1348715,6743575
2023-08-09,SP00255,Váy,7,814212,5699484
2023-07-31,SP00144,Túi xách,6,1807567,10845402
2023-12-16,SP00079,Mũ,8,1837953,14703624
2023-09-05,SP00409,Mũ,10,1359249,13592490
2023-11-04,SP00209,Đầm,3,1421925,4265775
2023-06-08,SP00290,Váy,5,797881,3989405
2023-12-18,SP00247,Phụ kiện,5,994195,4970975
2023-12-07,SP00252,Quần,4,145647,582588
2023-05-06,SP00418,Giày,6,645265,3871590
2023-08-19,SP00204,Váy,9,855919,7703271
2023-07-09,SP00082,Áo,1,342328,342328
2023-09-15,SP00341,Váy,2,1839284,3678568
2023-11-07,SP00265,Mũ,9,723917,6515253
2023-11-29,SP00137,Túi xách,6,1455433,8732598
2023-01-27,SP00390,Đầm,2,392494,784988
2023-01-01,SP00406,Mũ,5,1053027,5265135
2023-08-19,SP00457,Quần,4,492733,1970932
2023-12-12,SP00492,Đầm,1,1097710,1097710
2023-08-24,SP00468,Mũ,5,592809,2964045
2023-08-24,SP00077,Đầm,7,857979,6005853
2023-06-08,SP00090,Túi xách,2,1256013,2512026
2023-08-06,SP00067,Váy,6,865765,5194590
2023-11-03,SP00101,Giày,10,283079,2830790
2023-03-31,SP00245,Phụ kiện,5,1561126,7805630
2023-07-02,SP00492,Quần,7,1308029,9156203
2023-07-10,SP00255,Quần,4,1024045,4096180
2023-06-14,SP00027,Giày,3,1657577,4972731
2023-02-25,SP00020,Túi xách,9,761209,6850881
2023-06-06,SP00415,Quần,10,393521,3935210
2023-09-18,SP00447,Váy,10,1922416,19224160
2023-03-28,SP00479,Phụ kiện,10,635309,6353090
2023-12-25,SP00414,Giày,1,751176,751176
2023-06-02,SP00343,Áo,8,1472017,11776136
2023-05-27,SP00293,Giày,8,1578804,12630432
2023-05-25,SP00237,Mũ,9,961746,8655714
2023-10-06,SP00390,Váy,5,110793,553965
2023-03-06,SP00063,Áo,7,561068,3927476
2023-05-13,SP00228,Mũ,5,269449,1347245
2023-10-09,SP00347,Quần,9,903628,8132652
2023-11-10,SP00308,Túi xách,4,1853156,7412624
2023-02-14,SP00260,Đầm,6,1854063,11124378
2023-07-23,SP00066,Mũ,4,1912801,7651204
2023-12-01,SP00386,Mũ,1,1865782,1865782
2023-09-17,SP00072,Mũ,5,1218984,6094920
2023-11-17,SP00090,Giày,8,1834617,14676936
2023-03-31,SP00050,Quần,6,1026688,6160128
2023-07-25,SP00450,Váy,7,919446,6436122
2023-02-06,SP00220,Đầm,2,1001236,2002472
2023-05-11,SP00420,Túi xách,1,270020,270020
2023-09-20,SP00212,Áo,1,114036,114036
2023-04-29,SP00397,Túi xách,2,1840043,3680086
2023-08-06,SP00320,Áo,1,292855,292855
2023-03-06,SP00332,Quần,7,430775,3015425
2023-02-17,SP00199,Mũ,1,1050138,1050138
2023-10-01,SP00126,Đầm,10,900510,9005100
2023-05-24,SP00196,Mũ,2,741667,1483334
2023-07-31,SP00403,Túi xách,5,971783,4858915
2023-06-02,SP00014,Áo,8,622300,4978400
2023-10-30,SP00254,Quần,3,541918,1625754
2023-05-17,SP00354,Quần,3,236287,708861
2023-12-05,SP00266,Quần,5,534407,2672035
2023-01-12,SP00026,Đầm,1,1530717,1530717
2023-03-13,SP00235,Quần,3,943017,2829051
2024-01-01,SP00190,Túi xách,2,477989,955978
2023-03-14,SP00042,Áo,10,1318040,13180400
2023-03-04,SP00446,Áo,6,1727361,10364166
2023-02-03,SP00259,Giày,1,304234,304234
2023-02-27,SP00319,Đầm,6,191233,1147398
2023-07-16,SP00434,Túi xách,5,1632400,8162000
2023-11-27,SP00118,Mũ,3,769344,2308032
2023-12-30,SP00202,Phụ kiện,9,1382571,12443139
2023-09-10,SP00144,Phụ kiện,6,413930,2483580
2023-09-12,SP00480,Giày,10,358939,3589390
2023-05-12,SP00282,Phụ kiện,6,997226,5983356
2023-12-08,SP00053,Đầm,7,229190,1604330
2023-01-15,SP00082,Áo,5,1744463,8722315
2023-02-08,SP00471,Đầm,6,1963394,11780364
2023-02-17,SP00421,Áo,5,1658210,8291050
2023-11-16,SP00159,Quần,1,1123390,1123390
2023-05-07,SP00462,Váy,2,1982178,3964356
2023-04-14,SP00025,Giày,2,1963630,3927260
2023-11-20,SP00327,Giày,5,1768744,8843720
2023-06-10,SP00479,Váy,2,1072455,2144910
2023-09-01,SP00445,Quần,5,1935582,9677910
2023-02-07,SP00441,Váy,9,505621,4550589
2023-07-10,SP00432,Giày,2,1249884,2499768
2023-12-22,SP00269,Quần,6,465597,2793582
2023-12-09,SP00247,Mũ,7,1971814,13802698
2023-01-14,SP00125,Quần,7,1981055,13867385
2023-07-26,SP00251,Váy,8,1416766,11334128
2023-03-20,SP00097,Áo,2,113207,226414
2023-04-20,SP00171,Áo,1,1930207,1930207
2023-11-02,SP00353,Đầm,5,1412632,7063160
2023-08-30,SP00432,Mũ,8,587950,4703600
2023-08-22,SP00203,Phụ kiện,10,728072,7280720
2023-08-16,SP00462,Mũ,5,435884,2179420
2023-02-02,SP00012,Váy,1,832098,832098
2023-12-23,SP00487,Quần,6,373917,2243502
2023-09-11,SP00086,Quần,5,1518041,7590205
2023-11-04,SP00016,Giày,10,1328231,13282310
2023-10-21,SP00166,Đầm,6,1214006,7284036
2023-07-08,SP00444,Túi xách,6,207481,1244886
2023-01-17,SP00367,Giày,4,1122974,4491896
2023-12-18,SP00055,Giày,6,1278979,7673874
2023-06-25,SP00016,Mũ,10,609626,6096260
2023-03-08,SP00437,Áo,4,1665775,6663100
2023-06-14,SP00417,Mũ,3,866280,2598840
2023-03-01,SP00457,Giày,8,295793,2366344
2023-02-08,SP00065,Phụ kiện,3,1019246,3057738
2023-01-17,SP00025,Giày,2,1563641,3127282
2023-08-26,SP00109,Quần,5,443304,2216520
2023-09-01,SP00178,Quần,8,299975,2399800
2023-10-22,SP00086,Mũ,4,1058754,4235016
2023-11-24,SP00027,Đầm,3,1341425,4024275
2023-10-25,SP00047,Giày,4,389162,1556648
2023-07-06,SP00424,Váy,1,708756,708756
2023-07-02,SP00150,Giày,10,484950,4849500
2023-03-18,SP00072,Áo,6,1873864,11243184
2023-10-13,SP00149,Váy,5,107585,537925
2023-05-06,SP00059,Giày,9,1548998,13940982
2023-06-13,SP00396,Mũ,8,1007133,8057064
2023-09-25,SP00324,Áo,1,521112,521112
2023-03-02,SP00194,Giày,3,1938479,5815437
2023-09-19,SP00029,Giày,5,1019042,5095210
2023-02-18,SP00253,Phụ kiện,1,895559,895559
2023-10-13,SP00416,Mũ,9,1164067,10476603
2023-07-11,SP00414,Giày,9,1371010,12339090
2023-05-26,SP00434,Quần,2,1765468,3530936
2023-06-20,SP00197,Váy,5,217259,1086295
2023-05-09,SP00480,Túi xách,4,436515,1746060
2023-11-21,SP00285,Váy,5,767587,3837935
2023-05-21,SP00131,Mũ,7,384574,2692018
2023-04-21,SP00227,Quần,3,1535589,4606767
2023-05-15,SP00438,Giày,3,1334916,4004748
2023-06-15,SP00149,Túi xách,9,207886,1870974
2023-03-20,SP00252,Mũ,9,672040,6048360
2023-11-17,SP00477,Phụ kiện,4,263594,1054376
2023-02-17,SP00345,Phụ kiện,8,471903,3775224
2023-11-13,SP00051,Quần,2,1715738,3431476
2023-11-04,SP00081,Đầm,5,1098200,5491000
2023-08-11,SP00162,Phụ kiện,6,1569942,9419652
2023-09-07,SP00453,Áo,3,1864743,5594229
2023-06-11,SP00234,Phụ kiện,6,144192,865152
2023-04-06,SP00450,Quần,3,990947,2972841
2023-03-02,SP00392,Mũ,9,225862,2032758
2023-07-31,SP00026,Phụ kiện,7,924811,6473677
2023-03-25,SP00348,Phụ kiện,9,1459560,13136040
2023-11-05,SP00231,Váy,2,176010,352020
2023-05-20,SP00219,Phụ kiện,4,580561,2322244
2023-04-15,SP00422,Mũ,3,1574666,4723998
2023-02-23,SP00205,Quần,8,497154,3977232
2023-09-20,SP00361,Phụ kiện,5,644251,3221255
2023-08-03,SP00228,Quần,6,537002,3222012
2023-12-29,SP00403,Giày,9,1596743,14370687
2023-04-14,SP00228,Váy,2,269675,539350
2023-07-11,SP00488,Đầm,8,1968683,15749464
2023-11-06,SP00116,Túi xách,7,346541,2425787
2023-03-21,SP00041,Mũ,10,1636623,16366230
2023-07-13,SP00122,Đầm,3,549397,1648191
2023-04-22,SP00080,Áo,3,1054002,3162006
2023-07-15,SP00283,Đầm,10,899723,8997230
2023-04-15,SP00411,Mũ,10,1260198,12601980
2023-05-30,SP00140,Áo,2,1493679,2987358
2023-01-05,SP00405,Giày,10,1163119,11631190
2023-09-02,SP00177,Đầm,10,1184268,11842680
2023-03-09,SP00447,Phụ kiện,8,740428,5923424
2023-11-17,SP00386,Đầm,4,520032,2080128
2023-09-18,SP00322,Đầm,2,1961476,3922952
2023-08-02,SP00463,Túi xách,3,1846757,5540271
2023-02-06,SP00103,Phụ kiện,2,1270641,2541282
2024-01-01,SP00080,Áo,8,954840,7638720
2023-02-12,SP00055,Quần,1,1888895,1888895
2023-02-03,SP00261,Quần,7,553891,3877237
2023-11-22,SP00013,Váy,7,506443,3545101
2023-04-03,SP00241,Túi xách,3,1909715,5729145
2023-02-03,SP00301,Phụ kiện,1,1305701,1305701
2023-06-28,SP00341,Áo,9,1329127,11962143
2023-08-12,SP00386,Mũ,8,630007,5040056
2023-05-22,SP00133,Túi xách,7,348225,2437575
2023-10-26,SP00095,Túi xách,9,1773528,15961752
2023-01-21,SP00483,Mũ,1,1911872,1911872
2023-11-22,SP00218,Mũ,5,984242,4921210
2023-04-24,SP00066,Túi xách,10,1733801,17338010
2023-01-26,SP00301,Phụ kiện,7,174293,1220051
2023-11-17,SP00139,Đầm,2,1205739,2411478
2023-03-08,SP00319,Mũ,5,1472880,7364400
2023-08-20,SP00004,Quần,10,1871337,18713370
2023-04-28,SP00286,Quần,4,197222,788888
2023-02-23,SP00094,Áo,1,1360204,1360204
2023-04-28,SP00007,Túi xách,9,885633,7970697
2023-12-06,SP00407,Phụ kiện,7,1285793,9000551
2023-10-24,SP00270,Váy,1,1523700,1523700
2023-08-19,SP00448,Mũ,7,537598,3763186
2023-06-03,SP00031,Mũ,3,1302408,3907224
2023-10-28,SP00043,Giày,3,864236,2592708
2023-08-28,SP00303,Mũ,7,1430758,10015306
2023-01-20,SP00076,Quần,4,1522120,6088480
2023-02-04,SP00045,Áo,2,235526,471052
2023-08-04,SP00398,Áo,5,1361248,6806240
2023-01-05,SP00084,Giày,4,871815,3487260
2023-04-25,SP00054,Quần,4,107784,431136
2023-03-14,SP00370,Mũ,10,306594,3065940
2023-05-15,SP00273,Áo,1,249735,249735
2023-11-12,SP00461,Giày,1,544310,544310
2023-07-11,SP00279,Mũ,4,816250,3265000
2023-09-18,SP00054,Phụ kiện,1,1997246,1997246
2023-08-31,SP00011,Giày,1,341672,341672
2023-05-02,SP00450,Áo,2,451824,903648
2023-03-10,SP00187,Quần,8,1490903,11927224
2023-01-16,SP00417,Phụ kiện,7,1991973,13943811
2023-08-09,SP00300,Giày,6,152284,913704
2023-12-14,SP00246,Váy,5,793245,3966225
